_start 0x8000000
GetMapChangesPointerById 0x8026E18
GetMapChangesIdAt 0x8026E54
ApplyMapChangesById 0x8026EB0
UpdateUnitsUnderRoof 0x8026F5C
AddArrowTrapTargetsToTargetList 0x8026FF4
MakeTargetListForTurnTrapDamage 0x80270B8
ExecLatona 0x8027A60
LockGameGraphicsLogic 0x8028394
AddItemToConvoy 0x8029714
LoadPlayerUnitsFromUnitStack2 0x802982C
GetUnitBestWRankType 0x8029990
GetClassBestWRankType 0x8029964
PrepareBalancedArenaFight 0x8029C9C
ActionSupport 0x802A3EC
DropRescuedUnitIfDead 0x802A5CC
CanUnitUseAttack 0x802B928
GetChapterMapChangesPointer 0x802BB74
StartBottomHelpText 0x802CB14
AddWeaponStatsAfterRound 0x802D7B8
StartBattleForecast 0x802E308
GetUnitAiAttackPriority 0x802E6B0
SortAiUnitQueue 0x802E868
AiFindPositionOfCharacter 0x802F34C
AiFindClosestPositionWithUnitOfClass 0x802F430
CouldStationaryUnitBeInRangeHeuristic 0x802F6C0
CouldUnitBeInRangeHeuristic 0x802F714
FillMovementAndRangeMapForItem 0x802FFC0
GetItemAiStealPriority 0x80301FC
AiIsCharacterOnMap 0x80307D4
AiIsPositionLootable 0x8030860
SetupUnitStatusStaffAIFlags 0x806CBBC
SetupUnitHealStaffAIFlags 0x8030994
AiScript_Exec 0x8030E08
AiScriptCmd_02_ChangeAi 0x8030F48
IsUnitEnemyWithActiveUnit 0x8031044
AiScriptCmd_04_ActionOnSelectedCharacter 0x8031198
AiScriptCmd_05_DoStandardAction 0x8031230
AiScriptCmd_0D_MoveTowardsCharacterUntilInRange 0x80313F8
AiScriptCmd_0F_MoveTowardsUnitWithClass 0x80314C0
AiScriptCmd_10_DoLooting 0x8031504
AiScriptCmd_11_MoveTowardsSafety 0x80315FC
AiDoBerserkAction 0x8031894
AiDoBerserkMove 0x80318B4
AiTrySimulateBattle 0x803206C
AiGetPositionUnitSafetyWeight 0x803264C
AiUnitTryMoveTowardsEscapePoint 0x8032B84
AiGetStaffAiIndex 0x8033B9C
GetAiSafestAccessibleAdjacentPosition 0x8033C8C
AiSetMovCostTableWithPassableWalls 0x8034E9C
AiSetMovCostTableWithTerrainSetAsPassable 0x8034ED4
NameSelect_DrawNameText 0x8017960
SioMenu_8047AF4 0x803B2DC
SioMenu_80480B4 0x803B93C
ITEMRANGEDONE_sub_804AF2C 0x803E630
StartMenuAdjusted 0x80417E8
LinkTargets 0x8042138
TargetSelection_HandleSelectInput 0x8042388
GetFarthestTargetIndex 0x8042420
LinkTargetsOrdered 0x8042480
GetFirstTargetPointer 0x8042534
ekrBattle_8050244 0x8042A5C
StartEfxQuake 0x8046010
StartEfxSpellCast 0x8047300
SpellFx_WriteBgMap 0x804799C
loadUnitKakudai 0x80489E8
initBothAIS 0x804B294
EfxThunderBG_Main 0x804EE18
StartEfxDamageMojiEffectOBJ 0x8056A68
FillBGRect 0x805B094
ApplyFlashingPaletteAnimation 0x805B644
FireDragonBGAnimation14 0x805A394
GetDeadEnemyAmount 0x809154C
DrawStatScreenPage 0x806F3DC
StartStatScreenHelpTextBubble 0x807030C
SramInit 0x80841FC
ComputeChecksum16 0x80842BC
SaveMetadata_Save 0x80844D4
GetGameTotalTurnCount 0x808F30C
IsPlaythroughIdUnique 0x8084DC8
GGM_RegisterCompletedPlaythrough 0x8084E6C
BWL_GetEntry 0x8084F4C
GetLastUsedGameSaveSlot 0x8084F94
ClearSaveBlock 0x8085788
SoundMain 0x809BB2C
RealClearChain 0x809BF6C
ply_fine 0x809BF8C
MPlayJumpTableCopy 0x809BFBC
ldrb_r3_r2 0x809BFD4
chk_adr_r2 0x809BFD6
ld_r3_tp_adr_i 0x809BFF0
ply_goto 0x809BFFC
ply_patt 0x809C01C
ply_pend 0x809C038
ply_rept 0x809C04C
ply_modt 0x809C13C
ply_port 0x809C168
m4aSoundVSync 0x809C180
MPlayMain 0x809C1CC
TrackStop 0x809C434
ChnVolSetAsm 0x809C478
ply_note_rev01 0x809C4A8
ply_endtie_rev01 0x809C6A8
clear_modM 0x809C6E8
ply_lfos_rev01 0x809C710
ply_mod_rev01 0x809C724
MidiKey2fr 0x809C738
MPlayContinue 0x809C7A0
SoundStuff_80D0158 0x809C7BC
m4aSoundInit 0x809C7DC
m4aSongNumStop 0x809C92C
m4aSongNumStartOrContinue 0x809C960
m4aMPlayAllStop 0x809C994
m4aMPlayAllContinue 0x809C9CC
m4aMPlayFadeOutTemporarily 0x809CA08
m4aMPlayFadeIn 0x809CA28
m4aMPlayImmInit 0x809CA50
MPlayExtender 0x809CA98
SoundInit 0x809CBDC
m4aSoundVSyncOff 0x809CE64
m4aSoundVSyncOn 0x809CEE0
MPlayOpen 0x809CF1C
MPlayStart 0x809CF94
m4aMPlayStop 0x809D078
FadeOutBody 0x809D0B8
TrkVolPitSet 0x809D180
MidiKeyToCgbFreq 0x809D234
CgbOscOff 0x809D2DC
m4aMPlayVolumeControl 0x809D808
WriteSramFast 0x809DD78
VerifySramFast_Core 0x809DDB8
WriteAndVerifySramFast 0x809DE9C
llsl_thumb 0x809DEDC
.gcc2_compiled._28 0x809F908
memcpy 0x809F990
strcpy 0x809FA44
BgTileMap_FillRect 0x809FAA0
BgTileMap_CopyRect 0x809FAB0
SoundMainRAM 0x809BBB0
FillAiDangerMap 0x80326F0
AiFindClosestTileInRangeWithListedTerrain 0x802F7B4
CanUnitUseVisit 0x802B814
DialogueMain_UpdateDisplay 0x800974C
InBattleMainRoutine 0x8042660
StartBattleAnimResireHitEffects 0x80477AC
ReorderPlayerUnitsBasedOnDeployment 0x8079A28
ApplyTrapMapChanges 0x8026CA0
PrepareArenaStruct 0x802986C
DrawUnitScreenSupportList 0x806F170
CanUnitSupportCommandWith 0x8022BA4
ekrBattle_8050600 0x8042D84
ekrBattleStarting_8055F00 0x8047FDC
UpdateNumberOfAlliedUnitsWithin8Tiles 0x80309E0
GetUnitRangeMask 0x8016EAC
MapAddInRange 0x8019A34
ForEachUnitInRange 0x8020A98
EfxWeaponIcon_OnLoop 0x8047268
DrawHammerneUnitInfoWindow 0x802C274
AiBattleGetDamageDealtWeight 0x8032318
AiBattleGetDamageTakenWeight 0x803248C
ekrBattle_8050000 0x8042818
EkrBattle_BattleQuoteInit 0x804286C
SoundClear 0x809CE10
HideAllUnits 0x807921C
PopupProc_WaitForPress 0x806D028
NewMoveUnitForUnitBeingRescued 0x801C188
TryAddUnitToHammerneTargetList 0x8021A1C
TradeMenu_RefreshItemText 0x8026288
AiGetLootingParameters 0x8030364
AiUpdateAllUnitHealAi 0x8032A08
ekrBattle_8050684 0x8042E14
EkrWindowAppear_Loop 0x8048E08
Loop6C_efxSoundSE 0x805BD04
StartEkrPegasusKnightBG 0x805E890
BWL_IncrementMoveValue 0x8084BEC
BWL_IncrementStatScreenViews 0x8084BB8
BWL_AddTilesMoved 0x8084C30
BWL_AddExpGained 0x8084C84
CopyNoCompData 0x8013C30
DrawTextAndIconForItem 0x80167E4
RescueUsability 0x801EC94
DropUsability 0x801ED00
TryAddRescuedUnitToTakeTargetList 0x8020FF0
ClearUnitSupports 0x8022C60
BKSEL_Draw 0x802DCFC
CpPerform_LootWait 0x802EF6C
AiScriptCmd_12_MoveTowardsEnemy 0x80316C0
ComputeAiAttackWeight 0x8032548
ekrBattleStarting_8055FA0 0x804807C
StartSubSpell_efxElfireBG 0x804F3B8
BgTileMap_ApplyTSA 0x809FA98
AiTryDoDanceAdjacent 0x80330C8
ShouldMoveCameraPosSomething 0x8016250
InitMapChangeGraphics 0x8018E10
StaffItemSelect_Usability 0x801FEE8
TryAddUnitToHealTargetList 0x80215E4
TryAddUnitToBarrierTargetList 0x802173C
TradeMenu_InitTextHandles 0x8026254
ShrinkConvoyItemList 0x80296B0
LoadArenaWeapons 0x8029BFC
AiMasterDecisionMaker 0x802EABC
AiScriptCmd_08_DoStandardActionAgainstClass 0x8031308
SioMenu_8047CF0 0x803B508
Menu_CallDefinedConstructors 0x8041A50
GameLoop_Battle 0x8042704
ekrBattle_8050A84 0x8043208
EfxWeaponIcon_OnEnd 0x80472D0
StartEfxThunderBG 0x804ED94
StartSubSpell_efxFireHITBG 0x804F2D0
loadFimbulvetrBGTR 0x804F738
DrawStatScreenBar 0x806EC6C
LoadIconObjectGraphics 0x8004DD8
Timer_Countdown 0x8014BC8
FutureCall2_Loop 0x801515C
InitUnitSupports 0x8017798
MapFillMovement 0x80194A4
PlayerPhase_BackToMove 0x801B754
MaybeRunPostActionEvents 0x801B9B0
DisplayMoveRangeGraphics 0x801C02C
PlayerPhase_HandleAutoEnd 0x801C134
DisplayUnitStandingAttackRange 0x80501B8
ItemCommandEffect 0x801F6A8
MakeTradeTargetList 0x8020E5C
TradeMenu_802DAFC 0x8026820
CpPerform_StealWait 0x802F268
AiScriptCmd_19_MoveTowardsTerrain 0x8031790
AiScriptCmd_1A_MoveTowardsTerrain 0x8031808
ekrBattle_8050304 0x8042B18
ekrBattle_CheckForLevelup_8050C34 0x80433B0
ekrBattleStarting_8056024 0x8048100
StartEkrNamewinAppear 0x8048E88
loadBaseAppear 0x8048F88
loadFireOBJ 0x804F1FC
StartSubSpell_efxElfireOBJ 0x804F510
IsThereClosedDoorAt 0x806B37C
EvCheck0E_ 0x806AC64
NewChapterStatusScreen 0x80741C8
GetLastSuspendSaveId 0x8085EF4
m4aSoundMode 0x809CD78
ReadSramFast_Core 0x809DD38
GetUnitUseFlags 0x8018258
AiGetUnitReachWeightWithEquippedWeapon 0x80325BC
EkrTriangle_OnLoop 0x805E59C
SetupDebugFontForBG 0x8004E58
MoveHiObjProc 0x8007F8C
FutureCall_Loop 0x8015180
OnVBlankMain 0x80158C0
OnGameLoopMain 0x8015910
EnsureCameraOntoPosition 0x80161C0
UpdateGameTileGfx 0x8018C6C
Destruct6CBMXFADE 0x801C380
BMXFADEExists 0x8093444
ForceMenuItemPanel 0x801C990
FillBallistaRangeMaybe 0x8021278
SomethingSMS_16x16 0x8000564
GetUnitTotalSupportLevels 0x8022B14
TradeMenu_802DAAC 0x80267D0
ExecFortify 0x8027950
LoadPlayerUnitsFromUnitStack 0x80297EC
GetNearLevel 0x8029AA0
KillUnitIfNoHealth 0x802A6B4
CanActiveUnitUseRescue 0x802B964
CanActiveUnitUseTrade 0x802B980
NewUnitInfoWindow_WithAllLines 0x802C034
MineFireTrap_DoSomeBWLStuffWhenKill 0x802733C
CpPhase_Init 0x802E4C0
BskPhase_Init 0x802E52C
CpOrder_BuildUnitList 0x802E670
CpPerform_BeginUnitMovement 0x802ED68
CpPerform_TalkWait 0x802F064
GetLesserWeightedAdjacentPosition 0x8030180
SetupAiDangerMap 0x80326C4
SioCon_8042E2C 0x8036918
SioPlaySomeIndexedSfx 0x8036D08
NameSelect_8044FFC 0x80388A4
NameSelect_8045068 0x8038910
SetMoveUnitMoveManual_Unique 0x803F9F4
Menu_GetCursorGfxCurrentPosition 0x8041E24
StartTargetSelection 0x8042264
StartEkrBattle 0x80425F0
ekrBattle_8050134 0x804294C
ekrBattle_WaitForTriangleAttackAnim 0x8042B4C
ekrBattle_WaitForClassChange 0x8042C48
ekrBattle_WaitForLevelup_8050C6C 0x80433E8
ekrBattle_WaitForPopup 0x8043424
ekrBattle_8050DA8 0x8043554
StartEfxStatusCHG 0x8045578
EndEfxWeaponIcon 0x804722C
MainUpdate_8055C68 0x8047D38
ekrBattleStarting_8056078 0x8048154
StartEkrWindowAppear 0x8048DA4
PlayBattleCroudSfxIfArena 0x804C554
RunBattleForecastTutorialEvent 0x804C56C
loadFimbulvetrOBJ2Fall 0x804FA14
DeleteAnimsOnPopup 0x805F15C
BattlePopup_Wait16Frames 0x805F57C
ekrPopup_MarkEnd 0x805F71C
UpdateNextSuspendSaveId 0x8085F24
UnitHasItem 0x801753C
IsAnyEnemyUnitAlive 0x806C2C4
ForEachPosInRange 0x8020B70
CheckSomethingSaveRelated 0x803B2AC
GetDeadUnitAmount 0x808F4F0
__modsi3 0x809DFE4
GetUnitEquippedItem 0x8016958
GetUnitEquippedItemSlot 0x8016988
GetSupportDataIdForOtherUnit 0x8022C28
__umodsi3 0x809E12C
__divsi3 0x809DF4C
MakeTargetListForDoorAndBridges 0x8021360
CanUseChestKey 0x80236C4
BattleLoadAS 0x80248E8
AiTryDoStealAdjacent 0x80331EC
loadFimbulvetrBG 0x804F820
loadResireBG 0x80509E4
SampleFreqSet 0x809CCD4
CopyTileGfxForObj 0x8013D74
StoreNumberStringToSmallBuffer 0x808F4B8
Popup_CreateExt 0x800D754
RegisterObjectTileGraphics 0x8013D48
StartPaletteAnimator_ 0x8014DB4
GetUnitSkill 0x8018408
GetUnitSpeed 0x8018448
GenericStaffSelection_OnSelect 0x80238FC
AddTrapExt 0x8026B30
GetChapterMapPointer 0x802BB30
GetChapterEventDataPointer 0x802BBA0
CpPhase_Cleanup 0x802E58C
AiScriptCmd_1B_NoOp 0x8031880
ekrBattle_8050158 0x8042970
ekrBattle_80505EC 0x8042D70
PauseEfxWeaponIcon 0x8046B5C
SpellFx_Begin 0x80474B0
getSpecialAnimationEffectInfo 0x80939BC
GetSpellAssocStructPtr 0x805F750
IsThereClosedChestAt 0x806B338
CheckEventId 0x806BA5C
UpdateLastUsedGameSaveSlot 0x8084F78
SaveMetadata_VerifyChecksum 0x8085F74
GetChapterSurvivalRank 0x808F524
SoundMainBTM 0x809BF54
ply_tempo 0x809C088
ply_voice 0x809C0B0
ply_xwave 0x809DBE0
_div 0x809E0B4
memset 0x809F9F0
ClearOAMBuffer 0x809FA90
ComputeChecksum32 0x809FAB8
GetChapterAllyUnitCount 0x8012470
AddTrap 0x8026B08
ClearMapWith 0x8018960
SomethingSMS_16x16_0 0x8021D08
SomethingSMS_16x32 0x8021D9C
SomethingSMS_32x32 0x8021E8C
InitBattleUnitFromUnit 0x80243F8
BattleLoadCrit 0x8024988
TryRemoveUnitFromBallista 0x8060F10
SMS_SyncDirect 0x8021F80
ARM_PushToHiOAM 0x8000494
ARM_PushToLoOAM 0x8000534
GetPositionRangeWeight 0x802F8B8
GetEffectiveTileMovCost 0x8031ECC
ARM_FillRect 0x80003A8
ProcInst05_AddChild 0x80044BC
ProcInst06_AddBlockingChild 0x80044EC
ProcInst07_BuggedAddGlobal 0x800451C
ProcInst09_EndAllOf 0x8004590
ProcInst0A_BreakLoopForAll 0x80045C0
PrintDebugNumberDec 0x80055CC
PrintDebugNumberHex 0x80055FC
StartDialogueFromIndex 0x8009240
PopupIconUpdaterLoop 0x800D374
ItemGot_GotLeItem 0x8012268
StartFadeInBlack 0x8014618
StartFadeOutBlack 0x8014634
StartBlockingFadeInBlack 0x8014668
StartBlockingFadeOutBlack 0x8014650
StartBlockingFadeInWhite 0x8014680
StartBlockingFadeOutWhite 0x8014698
StartBlockingFadeInBlackSlow 0x8014728
SomeDrawTextCentered 0x8014CA8
StartPaletteAnimator 0x8014D60
SetupFutureCall 0x80151C4
MapMain_StartPlayerPhaseAndApplyAction 0x8015A6C
UpdatePlayMapMusic 0x80163E4
UnitGive 0x8017BA8
DebugMenu_ErasedEffect 0x801AA74
PlayerPhase_CancelAction 0x801B73C
Make6CKOIDOAMM 0x801C264
MenuCommand_DrawExtraItem 0x801C62C
EndMenuItemPanel 0x801CD50
StartUnitSwapAnimation 0x801CF10
BgMoverProc_Update 0x801DAE4
MapMenuCommand_UnitEffect 0x801EAA4
GenericSelection_BackToUM 0x801EB38
GenericSelection_BackToUM_CamWait 0x801EC1C
RescueEffect 0x801ECCC
DropEffect 0x801ED38
DropSelection_OnSelect 0x801ED58
TakeEffect 0x801EDC4
GiveEffect 0x801EE2C
MakeUnitRescueTransferGraphics 0x801EE4C
ItemSelectMenu_Effect 0x801F7D0
FillBallistaRange 0x801FD30
StaffItemSelect_Effect 0x801FF20
StaffItemSelect_OnHover 0x801FF6C
RescueSelection_OnChange 0x80207B4
ForEachPosIn12Range 0x8020C30
ForEachUnitInMagBy2Range 0x8020C64
MakeRescueTargetList 0x8020F30
MakeDropTargetList 0x8020FBC
MakeTakeTargetList 0x8021048
MakeTargetListForUnlock 0x80219E8
WarpTargetPosSelect_Confirm 0x8023B34
WarpTargetPosSelect_Cancel 0x8023B70
WarpTargetPosSelect_Destruct 0x8023BA4
WarpTargetSelection_OnSelect 0x8023BB8
HammerneTargetSelection_OnChange 0x8023D4C
GenericSelection_DeleteBBAndBG 0x802406C
BATTLE_SyncMapFromBattle 0x8024224
UpdateActiveUnitFromBattle 0x8025E98
FinishUp10ExpBattle 0x8025EB4
TradeMenu_802DB48 0x802686C
AddGasTrap 0x8026B68
AddArrowTrap 0x8026B88
AddMapChange 0x8026F1C
ExecStandardHeal 0x80274A8
ExecRescueStaff 0x80277D0
ExecUnlock 0x80279C8
ExecHammerne 0x8027A08
ExecSomeSelfHeal 0x8027AC8
ResetGameState 0x8028F94
StartMapMain 0x8029318
ActionVisitAndSieze 0x802A208
ActionArena 0x802A35C
ActionTalk 0x802A3C0
SpriteJumpAnimation_Cleanup 0x802A5BC
GetUnitCommandUseFlags 0x802B99C
NewUnitInfoWindow 0x802BC80
SetupUnitRescueWindow 0x802C61C
CpOrder_Main 0x802E59C
CpPerform_StaffWait 0x802EFF4
CpPerform_ChestWait 0x802F02C
AiScriptCmd_01_FunctionCall 0x8030F18
IsUnitEnemyOrInTheAiInstList 0x80310D0
AiScriptCmd_16 0x8031750
SioCon_8042E0C 0x80368F8
NameSelect_8044FE4 0x803888C
NameSelect_804503C 0x80388E4
StartNameSelect 0x8089234
EndEkrBattleDeamon 0x80425B0
EkrBattleDeamon_OnEnd 0x80425D8
NewEkrLvlupFan 0x8043590
EkrGauge_80511F8 0x8043940
StartEfxDeadPika 0x8045974
EndEfxHPBarColorChange 0x8046B48
ResumeEfxWeaponIcon 0x8047258
ekrBattleEnding_8056228 0x80482F4
ekrBattleEnding_8056484 0x804855C
EkrChienCHR_OnLoop 0x804AF88
StartEkrAnimeDrvProc 0x804BE98
EndEkrAnimeDrvProc 0x804BEB8
StartEkrUnitMainMini 0x804BED8
EkrUnitMainMini_OnLoop 0x804BF24
NewEkrTogiEndPROC 0x804C744
NewEkrTogiColor 0x804C818
EndEkrTogiColor 0x804C84C
StartSpellAnimDummy 0x804D25C
spellShooter 0x804DF30
Loop6C_efxIvaldiBG3 0x804EBB8
EfxThunderBGCOL_Main 0x804EED8
Loop6C_efxFireBG 0x804E3FC
Loop6C_efxIvaldiBG2 0x804EB24
loadFimbulvetrOBJ2 0x804F99C
StartSpellAnimPurge 0x805100C
Loop6C_efxNaglfarBG2 0x804F1A4
Loop6C_efxFireBG 0x8056910
StartSpellAnimIvaldi 0x80561A0
NewEkrClassChg 0x805C86C
StartEkrTriangle 0x805E578
MU_AllForceSetMaxMoveSpeed 0x8014A28
EvCheck0F_ 0x806BEB8
EndBG3Slider 0x806EABC
MinimalVBlankHandler 0x8073370
StartUnitListMenu 0x8076238
SaveGeneralGameMetadataNoChecksum 0x8084388
SaveLocalEventIndexes 0x8084628
SaveGlobalEventIndexes 0x8084648
LoadLocalEventIds 0x8084668
LoadPermanentEids 0x8084690
LoadBWLEntries 0x808483C
LoadChapterDataWinArray 0x8084868
SaveBWLEntries 0x8084884
SaveChapterWinData 0x80848A8
SaveTrapStructs 0x8085EB4
Make6C_savemenu2 0x806DEA0
Make6C_opinfo 0x80947F0
m4aMPlayContinue 0x809C9C0
ply_memacc 0x809DBCC
UnitSwapAnimationExists 0x806C55C
TryAddClosedDoorToTargetList 0x80212E0
TryAddBridgeToTargetList 0x8021320
_ResetIconGraphics 0x8004A54
Font_InitDefault 0x800563C
DrawUiNumber 0x8006F30
DrawUiSmallNumber 0x8006FE0
DisplayAIS 0x800DB24
EndFaceById 0x8008580
LockGameLogic 0x801597C
UnlockGameLogic 0x801598C
SetCursorMapPosition 0x801600C
GetItemIndex 0x8017128
GetUnit 0x801860C
GetTerrainHealAmount 0x80192C4
GetTerrainSomething 0x80192D4
MapRangeFillMovementFromPosition 0x80193F4
MapMovementFillMovementFromPosition 0x8019424
LoadRawDefense 0x8024884
BattleLoadDodge 0x80249C4
GetBattleUnitPointers 0x8024B2C
GetBattleHitCount 0x8024C18
NullSomeStuff 0x8025780
FillSnagBattleStats 0x8025BD8
GetTrap 0x802749C
InitUnitStack 0x802979C
MoveCursor_SetLastCursorPosition 0x802A860
ClearAiDecision 0x802EA10
AiSetDecision 0x802EA30
AiUpdateDecision 0x802EA74
AiExecFallbackAi1 0x8030D3C
AiExecFallbackAi2 0x8030DCC
AiGetPositionTerrainSafetyWeight 0x803260C
CheckGameLinkArenaBit 0x8036984
InitTargets 0x80420CC
AddTarget 0x80420E4
TargetSelection_GetRealCursorPosition 0x8042180
GetTarget 0x8042558
EkrGauge_8051180 0x80438C8
EkrGauge_8051190 0x80438D8
EkrGauge_80511A0 0x80438E8
EkrGauge_80511B0 0x80438F8
EkrGauge_80511C0 0x8043908
EkrGauge_80511D0 0x8043918
EkrGauge_80511E4 0x804392C
EkrGauge_8051208 0x8043950
EkrGauge_8051218 0x8043960
EkrGauge_8051228 0x8043970
EkrDispUP_8051B48 0x804421C
SpellFx_Finish 0x80474BC
StartBattleAnimHitEffectsDefault 0x8047600
Unset20200AC 0x805BD9C
Set20200AC 0x805BDA8
GetSpellAssocCharCount 0x805F784
GetSpellAssocMapAnimProcScript 0x805F7A4
GetSpellAssocFacing 0x805F7C4
IsSramWorking 0x8084270
GetSaveDataOffsetPointer 0x8084414
GetSaveSourceAddress 0x808460C
GetChapterWinDataEntry 0x80848BC
GetNextSuspendSaveId 0x8085F14
m4a_1 0x809BB1C
ld_r3_tp_adr_i_rev 0x809C704
m4aSoundMain 0x809C854
m4aSongNumStart 0x809C860
m4aMPlayFadeOut 0x809C9F8
SoftReset 0x809DD04
ProcInst04_SetOnEnd 0x800448C
StartupDebugMenu_ReleaseEntryEffect 0x801AEBC
DebugMenu_GNightEffect 0x801AEC8
MapMenuCommnd_StatusEffect 0x801EAD4
HammerneTargetSelection_OnInit 0x8023D70
TradeMenu_802D820 0x80265E8
GameVBlankProc_Destructor 0x8028348
BATTLE_HandleActiveUnitDeath 0x802A840
BKSEL_Destructor 0x802DE50
CpOrder_End 0x804CC78
ekrBattle_MakePopups 0x804340C
ExecAllAIS 0x804BECC
EvCheck06_VILL 0x806AA8C
ARM_ClearOAMBuffer 0x8000304
ARM_ComputeChecksum32 0x8000360
AddUnitToTargetListIfAllied 0x8020D44
TryAddUnitToRescueStaffTargetList 0x80217C0
TryAddUnitToWarpTargetList 0x802197C
ekrBattle_8050224 0x8042A3C
ekrBattle_8050D88 0x8043534
BattlePopup_Wait16Frames 0x8059A28
ArrowOBJ 0x804DC24
EfxThunderOBJ_Main 0x804E0B8
ekrBattleStarting_8055FE8 0x80480C4
ekrPopup_DrawWRankUp 0x805F658
ekrPopup_DrawWRankUp2 0x805F6B8
FireDragonBGAnimation2 0x80480C4
MU_Exists 0x800C2C8
PlaySoundIdA0 0x808D7B4
DoesTCSWrapperExist 0x800C2A4
StaffCommandUsability 0x801FDB8
EndEachProc 0x8004264
BreakEachProcLoop 0x800D824
LoadIconPalettes 0x8004AA4
LoadIconPalette 0x8004AC8
Text_InsertNumberOr2Dashes 0x8006484
EndGreenTextColorManager 0x8008BC8
Dialogue_InitFont 0x80090B0
EndDialogue 0x800C56C
APProc_Delete 0x80132B0
RestartGameAndGoto8 0x8013A0C
StartBlockingTimer 0x8014BAC
SetupFutureCall2 0x80151A8
LoadObjUIGfx 0x8015B44
LoadGameCoreGfx 0x8015B80
GetWRankText 0x8016B84
ClearUnit 0x8017394
CopyUnit 0x80173BC
GetUnitMaxHP 0x80183C8
GetUnitPower 0x80183E8
GetUnitDefense 0x8018488
GetUnitResistance 0x80184A8
GetUnitLuck 0x80184D0
RemoveUnitItem 0x8018658
LoadChapterMap 0x8018A28
HideMoveRangeGraphics 0x801C060
Make6CKOIDO 0x801C20C
ChangeActiveUnitFacing 0x801D680
StartGasTrapEffectGfxMaybe 0x801D774
StartLightArrowTrapGfx 0x801D89C
ForEachAdjacentUnit 0x8020BC8
ForEachAdjacentPosition 0x8020BFC
MakeTargetListForWeapon 0x8020D7C
MakeTargetListForSteal 0x80215B0
MakeTargetListForRangedHeal 0x802166C
MakeTargetListForWarp 0x80219B4
MakeTargetListForHammerne 0x8021A74
CanUseDoorKey 0x8023700
CanOpenBridge 0x8023714
EndItemEffectSelectionThing 0x80238C8
PrepareTargetSelectionForRescueStaff 0x8023914
PrepareTargetSelectionForRestoreStaff 0x8023ED0
PrepareTargetSelectionForOffensiveStaff 0x8023FE4
CopyUnitToBattleStructRawStats 0x80244DC
SetupGameVBlankProc_TileAnimations 0x8028304
StartGameVBlankProc 0x8028360
EndGameVBlankProc 0x8028384
SetupWeather 0x8028E80
GetTextSpeed 0x8028E98
EndBMAPMAIN 0x802934C
SetTacticianName 0x807D16C
ClearConvoyItems 0x802968C
PushUnit 0x80297B8
PrepareArena 0x8029924
PrepareArena2 0x8029940
StoreRNStateToActionStruct 0x802A008
